"","track","album_name","artist","release_date","isrc","all_time_rank","track_score","spotify_streams","spotify_playlist_count","spotify_playlist_reach","spotify_popularity","youtube_views","youtube_likes","tiktok_posts","tiktok_likes","tiktok_views","youtube_playlist_reach","apple_music_playlist_count","airplay_spins","deezer_playlist_count","deezer_playlist_reach","amazon_playlist_count","pandora_streams","pandora_track_stations","shazam_counts","explicit_track"
"690","Y LLORO","$AD BOYZ 4 LIFE II","Junior H",2023-10-05,"QZ9QQ2300724","685",58.3,363816146,16161,16393454,80,189158687,768324,64160,13838072,114779266,1011182862,24,843,13,6958217,22,5987571,4056,711146,TRUE
"691","Streets","Hot Pink","Doja Cat",2019-11-07,"USRC11903460","686",58.3,1056939084,154003,62848076,75,702463556,8269225,1629600,573666785,3347862526,458124201,155,3474,39,318451,17,14397719,52318,6716450,TRUE
"692","How We Roll","How We Roll","Ciara",2023-08-04,"QZS7J2357291","684",58.3,36007719,11757,1829300,53,66350451,833138,1454232,28142270,344537974,287866414,16,83924,4,66406,27,7222274,5483,790290,TRUE
"693","Satranga (From ""Animal"")","Satranga (From ""Animal"") - Single","Arijit Singh",2023-10-28,"INS182303075","690",58.2,214352397,9450,15024564,76,240762258,2003670,NA,50,190,1055897483,14,NA,NA,NA,9,NA,NA,239890,FALSE
"694","My Universe","My Universe","Coldplay",2021-09-24,"GBAYE2100952","688",58.2,1269607301,124247,79296537,71,518912320,17373598,865359,292601736,1700398150,3568335434,NA,101,NA,NA,NA,NA,NA,NA,FALSE
"695","Peaches & Eggplants (feat. 21 Savage)","Peaches & Eggplants (feat. 21 Savage)","Young Nudy",2023-02-27,"USRC12300570","689",58.2,157446814,54118,15660760,64,120010894,962140,44041,22685975,142468312,339341865,31,95078,16,1339752,20,10357719,19626,1447731,TRUE
"696","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick",2021-10-08,"USRC12101071","691",58.1,248749251,103369,11693843,61,318002064,2874323,162900,33365117,142448123,208914276,44,6912,8,40089,17,36588286,25612,856723,TRUE
"697","Thinking Out Loud","Piano Moods: 50 Songs","Ed Sheeran",2017-03-28,"ITD541500554","693",58,473328,17,2117,7,3777105479,15214286,NA,NA,NA,694599255,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"698","O Me Voy O Te Vas","O Me Voy O Te Vas","Natanael Cano",2023-10-11,"QZ9QQ2300812","692",58,226233020,14009,22457916,77,232513811,1040989,333,72367,588601,1118536356,10,NA,8,1427933,14,1963739,1229,345895,FALSE
"699","Punter","Punter","Shakira",2024-03-21,"USQX92400523","697",57.9,44416140,3482,40692106,NA,37587721,723249,NA,NA,NA,25602348,50,46382,62,2324709,69,3631361,545,457125,FALSE
"700","Girls Like You (feat. Cardi B)","Red Pill Blues (Deluxe)","Maroon 5",2017-11-03,"USUM71805272","694",57.9,1650167380,145231,35076065,66,1225467157,7096961,2904900,36399820,405895763,10016549,153,20494,284,346258,62,317479596,359490,10878345,TRUE
"701","Slime You Out (feat. SZA)","Slime You Out","Drake",2023-09-15,"USUG12306064","696",57.9,202169670,54946,23594885,NA,4800069,76129,3206,3251632,26954111,NA,29,156,15,1651235,16,14611155,5724,791868,TRUE
"702","Therefore I Am","Therefore I Am","Billie Eilish",2020-11-12,"USUM72021500","695",57.9,805133547,132298,34341587,67,357556016,9930750,1600298,283957601,2252801256,323940858,229,346007,43,1347969,64,96649436,32412,3468671,FALSE
"703","Wish You The Best","Wish You The Best","Lewis Capaldi",2023-04-14,"DEUM72206010","701",57.8,245513981,37111,22160670,71,99697837,1375852,7175,7047257,76397270,638266470,66,215278,25,2306379,32,28435231,2496,2064588,FALSE
"704","New Rules","Summer Beats 2018","Dua Lipa",2018-07-20,"TRAA31800147","698",57.8,NA,NA,NA,NA,3090849766,18323060,NA,NA,NA,1932348097,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"705","Stitches","Stitches","Shawn Mendes",2015-02-10,"USUM71500658","700",57.8,1907768690,170905,58551250,69,2115112270,16309142,396789,45962200,403748250,1696441023,206,180036,132,291799,38,637391281,479403,14744823,FALSE
"706","Back On 74","Back On 74","Jungle",2023-07-28,"QM4TX2336316","702",57.8,212122034,61462,73347896,80,49794673,997193,117000,60212881,555529368,19357105,78,19909,52,1421707,108,1369652,5027,1510651,FALSE
"707","Welcome To Rosas - From ""Wish""","Welcome To Rosas (From ""Wish"")","Ariana DeBose",2023-11-01,"USWD12328240","699",57.8,12375503,1146,6969708,NA,4496444,25217,2100000,3999594,68519117,299805,5,35,1,18,2,381323,897,13348,FALSE
"708","Por Mi Mexico (Remix)","Por Mi Mxico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Pea]","Lefty Sm",2023-08-25,"QM3DF2219446","703",57.7,98795736,8721,6921023,67,236734405,1554966,614600,25414356,319127773,295805823,8,31,3,146132,28,17670634,3877,312223,TRUE
"709","THIS YEAR (Blessings)","THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single","Victor Thompson",2023-01-04,"QZFYY2339108","705",57.7,134208327,45328,7606515,61,93787998,947363,2544105,156575242,2460084219,NA,16,2578,7,49865,7,545726,1284,2334472,FALSE
"710","Abrars Entry | Jamal Kudu ""ANIMAL"")","Abrars Entry | Jamal Kudu ""ANIMAL"")","Harshavardhan Rameshwar",2023-12-06,"INS182303500","704",57.7,56885072,4639,1510883,NA,221866727,3018127,NA,NA,NA,663300068,7,NA,NA,NA,5,NA,NA,1025493,FALSE
"711","Fair Trade (with Travis Scott)","Certified Lover Boy","Drake",2021-09-03,"USUG12104402","708",57.6,819136167,220374,42648915,75,173633158,1399290,66599,33795573,327393753,243761287,67,60,30,783511,8,44693468,12411,1942002,TRUE
"712","Mayores","Mayores","Becky G",2017-07-14,"USRC11701270","709",57.6,709559454,66677,26417997,66,2660240919,9901740,610733,22346077,258215382,282498898,84,23100,42,316122,39,146731599,104443,3920423,FALSE
"713","CHORRITO PA LAS ANIMAS","SIXDO","Feid",2022-12-02,"USUM72222460","707",57.6,558560568,61360,26903567,75,228242847,852495,1015200,134483388,1339213086,10159357,44,25014,19,4059655,26,3253358,1094,815675,TRUE
"714","New Divide","Papercuts","Linkin Park",2024-04-12,"USWB12400679","706",57.6,340239513,161,923021,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2651682,FALSE
"715","White Horse","White Horse","Chris Stapleton",2023-07-21,"USUG12300484","711",57.5,155443055,28835,15122339,68,38442511,291339,38400,3484143,47123023,387057207,29,156870,5,93564,48,62798148,19200,753888,FALSE
"716","Ojitos Rojos","Ojitos Rojos - Single","Grupo Frontera",2023-07-21,"DGA062368509","712",57.5,221287566,20975,10461108,70,291073034,1012209,86600,7802910,131877555,329249522,7,9014,10,611553,21,3248335,999,465957,FALSE
"717","La Morocha","La Morocha","Luck Ra",2023-07-07,"CLPP22300045","710",57.5,161280933,17882,11897449,66,289561672,967949,459808,20550339,348308009,230517294,6,7238,19,5276316,4,1482,31,214253,FALSE
"718","Who Is Your Guy?","Who Is Your Guy?","Spyro",2022-11-25,"QZW9L2260049","714",57.4,21236593,6366,592410,52,173334286,660871,3801877,47756992,618545163,57815736,3,6764,5,42780,NA,343018,499,1091071,FALSE
"719","You Right","You Right","Doja Cat",2021-06-24,"USRC12100544","713",57.4,831648193,119953,44866271,72,379404120,3991416,67857,51756150,397005694,812074154,131,233009,33,564789,41,130728919,27906,4190926,TRUE
"720","AMG","AMG","Natanael Cano",2022-11-24,"QZ9QQ2200105","715",57.3,674025091,51522,21663790,70,323942993,1575190,452800,108677892,1294755383,NA,34,907,6,1183532,13,37825840,12306,967374,TRUE
"721","Bandido","Bandido","Myke Towers",2020-12-10,"QMFME2047291","717",57.2,700122551,99936,23605544,68,1036334853,4939844,153600,29274105,363627962,139459495,81,32445,23,1510919,44,65588409,12642,2128888,FALSE
"722","Karma","Karma","JoJo Siwa",2024-04-05,"USSM12401851","716",57.2,17310258,1840,5419557,NA,43892777,368031,199600,134373320,1314113353,24645355,20,744,8,238742,18,197930,8389,77101,FALSE
"723","El Gordo Trae El Mando","El Gordo Trae El Mando","Chino Pacas",2023-01-27,"FR10S2386363","720",57.1,545234876,38598,20258181,76,178469204,907782,1400000,127515608,1417345345,557624727,15,50,3,194738,5,32580707,6191,1226973,TRUE
"724","Ya No Tengo Tu Love","Origami","Sie7e",2023-12-06,"QZHN22300206","718",57.1,4561175,1911,300718,NA,5599363,109997,1700000,1172078,16150470,37151035,2,3160,1,64,NA,6321,42,46729,FALSE
"725","52 Gaj Ka Daman","52 Gaj Ka Daman","Renuka Panwar",2020-10-02,"INV772001001","719",57.1,48929060,4295,619647,52,1736697874,8477892,825678,10675705,163717881,28730147,1,5,NA,NA,NA,NA,NA,148140,FALSE
"726","FTCU","Pink Friday 2","Nicki Minaj",2023-12-08,"USUM72318679","722",57,167977668,24101,35583769,NA,38901823,551972,53900,2203530,13158593,187979506,29,50200,17,307357,16,8607928,7135,819021,TRUE
"727","Go Crazy","Slime & B","Young Thug",2020-05-05,"USRC12001468","721",57,699336080,126934,20887762,68,363333168,3159553,19574,3018147,42692526,217788137,177,578728,32,935466,22,242208093,80706,5747453,TRUE
"728","La Jumpa","La Jumpa","Arc",2022-11-30,"QMDA72252608","726",56.9,716829483,99063,53041655,68,131057530,1300009,46605,37630552,348775704,1184569,59,43702,20,879528,77,12867947,4374,1521416,TRUE
"729","I Don't Care","I Don't Care - Single","Boy Spyce",2024-02-23,"NGA3B2318016","723",56.9,3475009,328,717595,NA,3869518,43717,998000,4504,50840,15657422,7,244,1,44081,NA,95539,18,286125,FALSE
"730","Roar","2013 The Hottest","Katy Perry",2013-01-01,"USUM71308669","725",56.9,1156191242,146653,68107488,73,4386626671,19822950,508860,37113271,385015724,1885297710,237,248383,134,832419,83,NA,NA,1261,FALSE
"731","No Guidance (feat. Drake)","No Guidance (feat. Drake)","Chris Brown",2019-06-08,"USRC11901583","724",56.9,1030515485,157003,35028641,70,809218963,5861900,794152,55950941,451934036,355440823,185,215,38,513679,55,403683186,181600,8062187,TRUE
"732","34+35","Positions","Ariana Grande",2020-10-30,"USUM72020423","727",56.8,978617707,97191,40917688,70,722372895,11582120,254060,60197709,359903081,472873487,109,329936,29,259515,20,69822231,54449,1769544,TRUE
"733","Permission to Dance","Butter / Permission to Dance","BTS",2021-07-09,"QMFME2102684","728",56.8,675763141,43682,27994315,68,881072427,29073682,1450747,511168140,3653167411,849311055,120,44988,14,202608,57,3883730,8899,1730648,FALSE
"734","changes","changes","XXXTENTACION",2018-03-02,"USUG11800211","729",56.8,1366479990,171651,36731138,70,1002422657,14134657,1951109,167016763,1763949180,45887113,31,112,21,344528,11,138516743,187030,4184844,FALSE
"735","Tell Ur Girlfriend","Tell Ur Girlfriend","Lay Bankz",2024-02-07,"QZZ4J2400019","730",56.7,167431139,10335,116287670,90,28987197,443524,NA,16577348,235871001,148521798,26,14654,26,8022044,52,579514,5469,932674,TRUE
"736","SPIDER","SPIDER","GIMS",2024-05-10,"FR8FB2407800","731",56.6,26972053,3364,11637634,76,18860058,231781,NA,NA,NA,2606582,22,2427,29,18421648,11,NA,NA,396272,FALSE
"737","Sunday Best","Where the Light Is","Surfaces",2018-08-28,"TCAEA1802695","733",56.6,952626904,151446,27674084,16,195696821,2597296,9436402,364342730,2800998751,83356911,217,113898,62,163426,17,125033350,197341,3892098,FALSE
"738","Guli Mata","Guli Mata","Saad Lamjarred",2023-07-12,"USA2P2331239","734",56.6,75152048,8540,685520,62,386890237,4145747,969,82604,1152931,31295331,2,709,2,1211,8,NA,NA,1154213,FALSE
"739","HOLA PERDIDA","HOLA PERDIDA","Luck Ra",2024-01-05,"CLPP22300118","732",56.6,110573724,10663,17155186,69,143032680,568468,NA,641,6600,980054248,11,6287,29,508330,2,17295,37,135309,FALSE
"740","Better","Better","Khalid",2018-09-14,"USRC11803179","736",56.5,1355539058,108485,20494060,72,1260752640,6104356,481790,128052245,1105088867,954537813,160,NA,45,816136,37,525201971,193586,6630901,FALSE
"741","I Don't Care (with Justin Bieber)","I Don't Care (with Justin Bieber)","Ed Sheeran",2019-05-10,"GBAHS1900672","735",56.5,1816356140,156748,74047669,70,1095859229,11144552,209758,24824442,246666552,2108390436,46,404463,185,402505,83,NA,NA,NA,TRUE
"742","Substitution","Substitution","Purple Disco Machine",2023-03-30,"DEE862300093","737",56.4,218035732,36861,48220875,72,87739719,494331,47655,2485202,61830611,458712418,74,247253,84,2315638,44,31259,76,3546222,FALSE
"743","Automotivo Bibi Fogosa","Automotivo Bibi Fogosa","Bibi Babydoll",2023-05-19,"QZMZ92361338","739",56.4,267867000,47406,32423214,36,109440296,1722866,796000,207462897,1908916908,407,6,272,13,298723,7,NA,NA,3212495,TRUE
"744","MERCHO","MERCHO","LiL CaKe",2022-12-16,"ARF102200411","738",56.4,366462735,52345,27129754,67,184622271,842979,1617600,191086404,2944174250,5649989,29,23573,31,257981,27,NA,NA,769452,FALSE
"745","Bandook","Bandook","Nirvair Pannu",2020-05-30,"FR96X2024977","740",56.4,40178056,5825,638204,54,156528470,1410824,12558440,85606014,1349843169,62493,2,3,NA,NA,NA,NA,NA,95575,FALSE
"746","Silence","Silence","Marshmello",2017-08-11,"USRC11701901","741",56.3,1592440653,188349,52573571,77,783959373,6101966,1101293,107580637,807230686,243663431,142,29628,66,494840,51,334480164,109497,8572710,FALSE
"747","Min","Min","TINI",2021-04-29,"USHR12141512","742",56.3,723722454,79670,35967048,73,869498397,4948905,916770,122604577,1607695575,166684466,80,28464,29,394359,64,6768367,3258,1358270,FALSE
"748","Trap Queen","Trap Queen","Fetty Wap",2014-12-15,"QM7XC1400004","744",56.2,1182373720,201337,36698633,70,1260463421,8611729,319849,50946038,414475658,370912165,178,34082,46,267686,29,NA,NA,9253461,TRUE
"749","Sign of the Times","Sign of the Times","Harry Styles",2017-04-07,"USSM11703595","743",56.2,1532653504,191817,85380382,76,1799935129,15452150,241402,80177249,500970525,1650960443,147,42284,95,2122787,67,68085051,78588,18327076,FALSE
"750","METAMORPHOSIS","METAMORPHOSIS","INTERWORLD",2021-11-25,"QZS642102633","746",56.2,624007138,88566,48503856,76,300340121,3913127,386544,202072663,2052187356,129187266,17,288,4,105339,9,2406709,5823,2577920,TRUE
"751","Botella Tras Botella","Botella Tras Botella","Gera MX",2021-04-23,"MXUM62100001","747",56.2,647496971,72494,22027404,71,895962908,7617641,354200,41756321,396552302,20964348,63,17408,26,1707077,63,83951107,44360,2239738,FALSE
"752","Me, Myself & I","Me, Myself & I","G-Eazy",2015-10-14,"USRC11502210","745",56.2,1280838046,174312,39798446,73,807688972,6060762,8981813,72353082,439764052,402411855,106,3613,49,200919,6,610892547,348211,10221814,TRUE
"753","Steal The Show - From ""Elemental""","Steal The Show (From ""Elemental"")","Lauv",2023-06-02,"USWD12326770","749",56.1,117717973,20157,12372416,68,198045947,1142920,1101758,32704079,409104776,45005060,56,3019,2,19049,15,1551964,6140,1696007,FALSE
"754","Lut Gaye","Lut Gaye","Jubin Nautiyal",2021-02-17,"INS182100281","751",56.1,171856399,16697,3873550,56,1524735898,11671430,2736,167529,2560589,232645756,7,NA,NA,NA,6,NA,NA,826805,FALSE
"755","Piel","Piel","Tiago PZK",2024-02-01,"USWL12400226","748",56.1,128833634,6815,48721232,79,114263622,572164,NA,2444806,31395017,886851471,10,5365,23,3206502,19,100637,199,307811,TRUE
"756","Pasoori","Pasoori","Shae Gill",2022-02-06,"FR10S2289473","750",56.1,346971014,37940,6753521,65,928440031,9495255,627,225218,2638039,236473638,17,3701,1,1097,7,NA,NA,673415,FALSE
"757","the boy is mine","eternal sunshine","Ariana Grande",2024-03-08,"USUM72317268","752",56,175336290,8386,79812251,80,44458370,1448800,225,397044,3842071,297433202,46,4569,18,1000937,52,1253330,1313,209987,TRUE
"758","When We Were Young (The Logical Song)","When We Were Young (The Logical Song)","David Guetta",2023-11-10,"UKWLG2300117","754",55.9,158952262,20712,61778572,3,31073689,328486,NA,NA,NA,1644370622,48,102033,73,3521094,52,2844763,121,1754057,FALSE
"759","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Nu King","Jason Derulo",2024-02-16,"USAT22400762","755",55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,10744906,FALSE
"760","Lay Low","Lay Low","Ti",2023-01-06,"NLZ542202348","756",55.9,406141247,67235,95995595,70,91367578,707830,173461,21756073,588640576,335569922,93,142340,66,1547811,3,NA,NA,3933085,FALSE
"761","Bounce When She Walk","Bounce When She Walk","Ohboyprince",2023-02-03,"QZFZ72321643","753",55.9,18637452,6915,751599,45,6534668,116631,4038735,280985573,3179523129,NA,2,1271,NA,NA,NA,203441,1633,1081839,TRUE
"762","Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")","Arijit Singh",2022-11-05,"INZ031411736","757",55.8,250599391,19757,12938935,66,642774625,4620243,NA,NA,NA,2903846,27,1266,1,1097,10,NA,NA,476013,FALSE
"763","Hold My Hand","Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")","Lady Gaga",2022-05-03,"USUM72206231","759",55.7,315680664,50632,13985305,69,317472115,2373170,129481,23093203,424398738,5867793586,48,266181,27,243087,42,45731400,18758,5802558,FALSE
"764","Big Energy","Big Energy - Single","Latto",2021-09-24,"USRC12102454","758",55.7,324162855,53099,32807694,61,60970543,695638,247053,95081920,994551093,1214970,66,697459,22,822207,42,104995029,62461,5969740,TRUE
"765","Goodbyes (feat. Young Thug)","Goodbyes (Feat. Young Thug)","Post Malone",2019-07-05,"USUM71912330","761",55.6,1263989128,156671,25905453,72,795828166,8115938,35383,8434416,78005488,508823655,128,117516,166,396114,25,230614636,107631,5216769,TRUE
"766","Location","Location","Khalid",2016-05-24,"TCACO1662934","760",55.6,1369299352,169370,32275029,71,815137609,5138837,80456,17516516,77860109,170885369,188,50322,63,235041,53,471086924,389023,4283369,FALSE
"767","Italodisco","Italodisco","The Kolors",2023-05-05,"ITQ002300342","762",55.4,142141861,22711,10786942,67,142319744,819805,946028,19085610,403681891,258305365,37,81612,10,3281500,13,32117,172,3570846,TRUE
"768","Perfect Night","Perfect Night","LE SSERAFIM",2023-10-27,"USA2P2349660","763",55.4,279667395,23583,16220736,78,93707680,1139367,316771,152082704,1178951518,1201238468,29,4596,11,313525,28,493236,443,435036,FALSE
"769","Vida de Rico","Vida de Rico","Camilo",2020-09-21,"USSD12000388","767",55.4,568823269,54968,26455856,64,1094129734,7637000,1913634,77602054,835046287,149145491,112,45003,24,135286,39,21813224,14722,1819660,FALSE
"770","Frgil (feat. Grupo Front","Frgil (feat. Grupo Front","Yahritza Y Su Esencia",2023-04-07,"USQX92302369","765",55.4,432988420,32294,28454994,67,194658217,1261625,633280,45475847,750998497,9725361,35,22768,14,1229279,25,33073012,10830,1407776,FALSE
"771","In My Feelings","Scorpion","Drake",2018-06-29,"USCM51800206","766",55.4,1389607643,179820,36937605,68,749282095,9464140,294022,46457728,521014819,204014215,144,18150,65,496515,53,344214850,668750,7188287,TRUE
"772","You Broke My Heart","For All The Dogs Scary Hours Edition","Drake",2023-10-06,"USUG12309646","764",55.4,123522254,26849,21166663,NA,21213402,365281,2214,572150,3432405,1827340338,25,91995,6,159003,33,11677247,5338,814161,TRUE
"773","Attention","Attention","Charlie Puth",2017-04-20,"USAT21700928","768",55.3,1800254516,162682,40159047,75,1875529996,14529538,391214,96491219,759021013,1775438219,NA,22199,135,792329,40,352441778,196853,NA,FALSE
"774","Zhurek","Zhurek","Adam",2023-10-06,"DGA0M2333309","770",55.3,8893883,1745,385351,NA,238585397,1478754,59100,107018,1640900,628241049,8,4579,NA,NA,NA,NA,NA,3415610,FALSE
"775","Let Me Down Slowly","Let Me Down Slowly","Alec Benjamin",2018-05-25,"USAT21802284","769",55.3,1709991997,187053,79925766,80,1447964376,19917766,2026064,188810282,2833687729,1915732260,1,1563,41,460093,10,NA,NA,NA,FALSE
"776","In The End","In the End","Tommee Profitt",2018-04-06,"TCADO1871408","771",55.2,85068645,23747,2345029,52,1615682416,16097448,7610004,421716078,6274917849,104330417,11,96,3,28699,NA,850756,1833,8985174,FALSE
"777","Took Her To The O","Took Her To The O","King Von",2020-02-21,"USUYG1296663","772",55.1,497832707,156669,13464335,74,265905159,2363958,171287,89782204,644816718,7516419,30,939,2,4396,10,33625448,44231,1146823,TRUE
"778","Boyfriend","Boyfriend","Dove Cameron",2022-02-11,"USQX92200693","774",55.1,637836235,96878,50739981,68,182917309,3547237,488047,311431134,1955825500,3121389798,54,241487,38,346695,35,54288683,24559,2178227,TRUE
"779","Orquestra Maldita","Orquestra Maldita","TRASHXRL",2023-06-15,"SGW502301764","773",55.1,119445482,16844,15941203,14,52878314,712327,2337660,235664103,3177714575,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE
